"value","uom","timestamp","sensor_path","node_vsn","latitude","longitude"
0.44069,"ppm","2019-04-28T20:30:27","chemsense.so2.concentration","01C",-87.71299,41.751238
0.13141,"ppm","2019-04-28T20:30:27","chemsense.reducing_gases.concentration","01C",-87.71299,41.751238
-0.27155,"ppm","2019-04-28T20:30:27","chemsense.oxidizing_gases.concentration","01C",-87.71299,41.751238
0,"ppm","2019-04-28T20:30:27","chemsense.o3.concentration","01C",-87.71299,41.751238
-0.02251,"ppm","2019-04-28T20:30:27","chemsense.no2.concentration","01C",-87.71299,41.751238
17.55,"C","2019-04-28T20:30:27","chemsense.lps25h.temperature","01C",-87.71299,41.751238
1001.17,"hPa","2019-04-28T20:30:27","chemsense.lps25h.pressure","01C",-87.71299,41.751238
-0.12572,"ppm","2019-04-28T20:30:27","chemsense.h2s.concentration","01C",-87.71299,41.751238
-0.43875,"ppm","2019-04-28T20:30:27","chemsense.co.concentration","01C",-87.71299,41.751238
15.28,"C","2019-04-28T20:30:27","chemsense.at3.temperature","01C",-87.71299,41.751238
14.69,"C","2019-04-28T20:30:27","chemsense.at2.temperature","01C",-87.71299,41.751238
13.98,"C","2019-04-28T20:30:27","chemsense.at1.temperature","01C",-87.71299,41.751238
13.57,"C","2019-04-28T20:30:27","chemsense.at0.temperature","01C",-87.71299,41.751238
12.17,"C","2019-04-28T20:30:26","metsense.tsys01.temperature","089",-87.662391,41.896157
36.356,"uW/cm^2","2019-04-28T20:30:26","metsense.tsl250rd.intensity","089",-87.662391,41.896157
11.88,"C","2019-04-28T20:30:26","metsense.tmp112.temperature","089",-87.662391,41.896157
56.72,"dB","2019-04-28T20:30:26","metsense.spv1840lr5h_b.intensity","089",-87.662391,41.896157
12.95,"C","2019-04-28T20:30:26","metsense.pr103j2.temperature","089",-87.662391,41.896157
5.859,"mg","2019-04-28T20:30:26","metsense.mma8452q.acceleration_z","089",-87.662391,41.896157
-976.562,"mg","2019-04-28T20:30:26","metsense.mma8452q.acceleration_y","089",-87.662391,41.896157
-9.766,"mg","2019-04-28T20:30:26","metsense.mma8452q.acceleration_x","089",-87.662391,41.896157
11.87,"C","2019-04-28T20:30:26","metsense.htu21d.temperature","089",-87.662391,41.896157
48.7,"RH","2019-04-28T20:30:26","metsense.htu21d.humidity","089",-87.662391,41.896157
65.37,"RH","2019-04-28T20:30:26","metsense.hih4030.humidity","089",-87.662391,41.896157
8.3,"C","2019-04-28T20:30:26","metsense.bmp180.temperature","089",-87.662391,41.896157
998.79,"hPa","2019-04-28T20:30:26","metsense.bmp180.pressure","089",-87.662391,41.896157
84.469,"uW/cm^2","2019-04-28T20:30:26","lightsense.tsl260rd.intensity","089",-87.662391,41.896157
76.558,"uW/cm^2","2019-04-28T20:30:26","lightsense.tsl250rd.intensity","089",-87.662391,41.896157
28.44,"C","2019-04-28T20:30:26","lightsense.tmp421.temperature","089",-87.662391,41.896157
687.59,"uW/cm^2","2019-04-28T20:30:26","lightsense.mlx75305.intensity","089",-87.662391,41.896157
47.073,"uW/cm^2","2019-04-28T20:30:26","lightsense.ml8511.intensity","089",-87.662391,41.896157
-892.857,"mG","2019-04-28T20:30:26","lightsense.hmc5883l.magnetic_field_z","089",-87.662391,41.896157
467.273,"mG","2019-04-28T20:30:26","lightsense.hmc5883l.magnetic_field_y","089",-87.662391,41.896157
34.545,"mG","2019-04-28T20:30:26","lightsense.hmc5883l.magnetic_field_x","089",-87.662391,41.896157
39.92,"C","2019-04-28T20:30:26","lightsense.hih6130.temperature","089",-87.662391,41.896157
23.82,"RH","2019-04-28T20:30:26","lightsense.hih6130.humidity","089",-87.662391,41.896157
19.049,"lux","2019-04-28T20:30:26","lightsense.apds_9006_020.intensity","089",-87.662391,41.896157
-17.02222,"ppm","2019-04-28T20:30:26","chemsense.so2.concentration","089",-87.662391,41.896157
0.22253,"ppm","2019-04-28T20:30:26","chemsense.reducing_gases.concentration","089",-87.662391,41.896157
14.22292,"ppm","2019-04-28T20:30:26","chemsense.oxidizing_gases.concentration","089",-87.662391,41.896157
0,"ppm","2019-04-28T20:30:26","chemsense.o3.concentration","089",-87.662391,41.896157
-0.01601,"ppm","2019-04-28T20:30:26","chemsense.no2.concentration","089",-87.662391,41.896157
14.06,"C","2019-04-28T20:30:26","chemsense.lps25h.temperature","089",-87.662391,41.896157
1001.37,"hPa","2019-04-28T20:30:26","chemsense.lps25h.pressure","089",-87.662391,41.896157
8.24661,"ppm","2019-04-28T20:30:26","chemsense.h2s.concentration","089",-87.662391,41.896157
-0.63019,"ppm","2019-04-28T20:30:26","chemsense.co.concentration","089",-87.662391,41.896157
13.08,"C","2019-04-28T20:30:26","chemsense.at3.temperature","089",-87.662391,41.896157
12.44,"C","2019-04-28T20:30:26","chemsense.at2.temperature","089",-87.662391,41.896157
11.82,"C","2019-04-28T20:30:26","chemsense.at1.temperature","089",-87.662391,41.896157
11.44,"C","2019-04-28T20:30:26","chemsense.at0.temperature","089",-87.662391,41.896157
214.75,"C","2019-04-28T20:30:26","metsense.tsys01.temperature","086",-87.679174,41.968757
36.053,"uW/cm^2","2019-04-28T20:30:26","metsense.tsl250rd.intensity","086",-87.679174,41.968757
-254,"C","2019-04-28T20:30:26","metsense.tmp112.temperature","086",-87.679174,41.968757
56.72,"dB","2019-04-28T20:30:26","metsense.spv1840lr5h_b.intensity","086",-87.679174,41.968757
10.8,"C","2019-04-28T20:30:26","metsense.pr103j2.temperature","086",-87.679174,41.968757
-0.977,"mg","2019-04-28T20:30:26","metsense.mma8452q.acceleration_z","086",-87.679174,41.968757
-0.977,"mg","2019-04-28T20:30:26","metsense.mma8452q.acceleration_y","086",-87.679174,41.968757
-0.977,"mg","2019-04-28T20:30:26","metsense.mma8452q.acceleration_x","086",-87.679174,41.968757
128.86,"C","2019-04-28T20:30:26","metsense.htu21d.temperature","086",-87.679174,41.968757
118.99,"RH","2019-04-28T20:30:26","metsense.htu21d.humidity","086",-87.679174,41.968757
62.08,"RH","2019-04-28T20:30:26","metsense.hih4030.humidity","086",-87.679174,41.968757
241,"C","2019-04-28T20:30:26","metsense.bmp180.temperature","086",-87.679174,41.968757
2361.56,"hPa","2019-04-28T20:30:26","metsense.bmp180.pressure","086",-87.679174,41.968757
176.441,"uW/cm^2","2019-04-28T20:30:26","lightsense.tsl260rd.intensity","086",-87.679174,41.968757
159.907,"uW/cm^2","2019-04-28T20:30:26","lightsense.tsl250rd.intensity","086",-87.679174,41.968757
-0.06,"C","2019-04-28T20:30:26","lightsense.tmp421.temperature","086",-87.679174,41.968757
1449.643,"uW/cm^2","2019-04-28T20:30:26","lightsense.mlx75305.intensity","086",-87.679174,41.968757
1135.624,"uW/cm^2","2019-04-28T20:30:26","lightsense.ml8511.intensity","086",-87.679174,41.968757
-1.02,"mG","2019-04-28T20:30:26","lightsense.hmc5883l.magnetic_field_z","086",-87.679174,41.968757
-0.909,"mG","2019-04-28T20:30:26","lightsense.hmc5883l.magnetic_field_y","086",-87.679174,41.968757
-0.909,"mG","2019-04-28T20:30:26","lightsense.hmc5883l.magnetic_field_x","086",-87.679174,41.968757
125.01,"C","2019-04-28T20:30:26","lightsense.hih6130.temperature","086",-87.679174,41.968757
100,"RH","2019-04-28T20:30:26","lightsense.hih6130.humidity","086",-87.679174,41.968757
5267.409,"lux","2019-04-28T20:30:26","lightsense.apds_9006_020.intensity","086",-87.679174,41.968757
0.37498,"ppm","2019-04-28T20:30:26","chemsense.so2.concentration","086",-87.679174,41.968757
0.11258,"ppm","2019-04-28T20:30:26","chemsense.reducing_gases.concentration","086",-87.679174,41.968757
-0.57611,"ppm","2019-04-28T20:30:26","chemsense.oxidizing_gases.concentration","086",-87.679174,41.968757
0,"ppm","2019-04-28T20:30:26","chemsense.o3.concentration","086",-87.679174,41.968757
-0.00299,"ppm","2019-04-28T20:30:26","chemsense.no2.concentration","086",-87.679174,41.968757
13.93,"C","2019-04-28T20:30:26","chemsense.lps25h.temperature","086",-87.679174,41.968757
1002.41,"hPa","2019-04-28T20:30:26","chemsense.lps25h.pressure","086",-87.679174,41.968757
-0.11737,"ppm","2019-04-28T20:30:26","chemsense.h2s.concentration","086",-87.679174,41.968757
0.0818,"ppm","2019-04-28T20:30:26","chemsense.co.concentration","086",-87.679174,41.968757
11.99,"C","2019-04-28T20:30:26","chemsense.at3.temperature","086",-87.679174,41.968757
11.33,"C","2019-04-28T20:30:26","chemsense.at2.temperature","086",-87.679174,41.968757
10.69,"C","2019-04-28T20:30:26","chemsense.at1.temperature","086",-87.679174,41.968757
10.28,"C","2019-04-28T20:30:26","chemsense.at0.temperature","086",-87.679174,41.968757
214.75,"C","2019-04-28T20:30:25","metsense.tsys01.temperature","0AA",-87.62969,41.88575
36.406,"uW/cm^2","2019-04-28T20:30:25","metsense.tsl250rd.intensity","0AA",-87.62969,41.88575
10.12,"C","2019-04-28T20:30:25","metsense.tmp112.temperature","0AA",-87.62969,41.88575
56.72,"dB","2019-04-28T20:30:25","metsense.spv1840lr5h_b.intensity","0AA",-87.62969,41.88575
10.5,"C","2019-04-28T20:30:25","metsense.pr103j2.temperature","0AA",-87.62969,41.88575
-12.695,"mg","2019-04-28T20:30:25","metsense.mma8452q.acceleration_z","0AA",-87.62969,41.88575
-961.914,"mg","2019-04-28T20:30:25","metsense.mma8452q.acceleration_y","0AA",-87.62969,41.88575
21.484,"mg","2019-04-28T20:30:25","metsense.mma8452q.acceleration_x","0AA",-87.62969,41.88575
9.75,"C","2019-04-28T20:30:25","metsense.htu21d.temperature","0AA",-87.62969,41.88575
34.18,"RH","2019-04-28T20:30:25","metsense.htu21d.humidity","0AA",-87.62969,41.88575
63.13,"RH","2019-04-28T20:30:25","metsense.hih4030.humidity","0AA",-87.62969,41.88575
31.9,"C","2019-04-28T20:30:25","metsense.bmp180.temperature","0AA",-87.62969,41.88575
988.41,"hPa","2019-04-28T20:30:25","metsense.bmp180.pressure","0AA",-87.62969,41.88575
176.441,"uW/cm^2","2019-04-28T20:30:25","lightsense.tsl260rd.intensity","0AA",-87.62969,41.88575
159.907,"uW/cm^2","2019-04-28T20:30:25","lightsense.tsl250rd.intensity","0AA",-87.62969,41.88575
-0.06,"C","2019-04-28T20:30:25","lightsense.tmp421.temperature","0AA",-87.62969,41.88575
1449.643,"uW/cm^2","2019-04-28T20:30:25","lightsense.mlx75305.intensity","0AA",-87.62969,41.88575
1135.624,"uW/cm^2","2019-04-28T20:30:25","lightsense.ml8511.intensity","0AA",-87.62969,41.88575
-1.02,"mG","2019-04-28T20:30:25","lightsense.hmc5883l.magnetic_field_z","0AA",-87.62969,41.88575
-0.909,"mG","2019-04-28T20:30:25","lightsense.hmc5883l.magnetic_field_y","0AA",-87.62969,41.88575
-0.909,"mG","2019-04-28T20:30:25","lightsense.hmc5883l.magnetic_field_x","0AA",-87.62969,41.88575
125.01,"C","2019-04-28T20:30:25","lightsense.hih6130.temperature","0AA",-87.62969,41.88575
100,"RH","2019-04-28T20:30:25","lightsense.hih6130.humidity","0AA",-87.62969,41.88575
5267.409,"lux","2019-04-28T20:30:25","lightsense.apds_9006_020.intensity","0AA",-87.62969,41.88575
10.69,"C","2019-04-28T20:30:25","metsense.tsys01.temperature","08C",-87.687703,41.924903
36.205,"uW/cm^2","2019-04-28T20:30:25","metsense.tsl250rd.intensity","08C",-87.687703,41.924903
10.56,"C","2019-04-28T20:30:25","metsense.tmp112.temperature","08C",-87.687703,41.924903
55,"dB","2019-04-28T20:30:25","metsense.spv1840lr5h_b.intensity","08C",-87.687703,41.924903
10.2,"C","2019-04-28T20:30:25","metsense.pr103j2.temperature","08C",-87.687703,41.924903
8.789,"mg","2019-04-28T20:30:25","metsense.mma8452q.acceleration_z","08C",-87.687703,41.924903
-971.68,"mg","2019-04-28T20:30:25","metsense.mma8452q.acceleration_y","08C",-87.687703,41.924903
36.133,"mg","2019-04-28T20:30:25","metsense.mma8452q.acceleration_x","08C",-87.687703,41.924903
10.11,"C","2019-04-28T20:30:25","metsense.htu21d.temperature","08C",-87.687703,41.924903
-6,"RH","2019-04-28T20:30:25","metsense.htu21d.humidity","08C",-87.687703,41.924903
61.48,"RH","2019-04-28T20:30:25","metsense.hih4030.humidity","08C",-87.687703,41.924903
9.9,"C","2019-04-28T20:30:25","metsense.bmp180.temperature","08C",-87.687703,41.924903
1047.95,"hPa","2019-04-28T20:30:25","metsense.bmp180.pressure","08C",-87.687703,41.924903
29.628,"uW/cm^2","2019-04-28T20:30:25","lightsense.tsl260rd.intensity","08C",-87.687703,41.924903
76.782,"uW/cm^2","2019-04-28T20:30:25","lightsense.tsl250rd.intensity","08C",-87.687703,41.924903
28.75,"C","2019-04-28T20:30:25","lightsense.tmp421.temperature","08C",-87.687703,41.924903
689.643,"uW/cm^2","2019-04-28T20:30:25","lightsense.mlx75305.intensity","08C",-87.687703,41.924903
71.825,"uW/cm^2","2019-04-28T20:30:25","lightsense.ml8511.intensity","08C",-87.687703,41.924903
-258.163,"mG","2019-04-28T20:30:25","lightsense.hmc5883l.magnetic_field_z","08C",-87.687703,41.924903
-10.909,"mG","2019-04-28T20:30:25","lightsense.hmc5883l.magnetic_field_y","08C",-87.687703,41.924903
-184.545,"mG","2019-04-28T20:30:25","lightsense.hmc5883l.magnetic_field_x","08C",-87.687703,41.924903
37.62,"C","2019-04-28T20:30:25","lightsense.hih6130.temperature","08C",-87.687703,41.924903
23.26,"RH","2019-04-28T20:30:25","lightsense.hih6130.humidity","08C",-87.687703,41.924903
112.365,"lux","2019-04-28T20:30:25","lightsense.apds_9006_020.intensity","08C",-87.687703,41.924903
-7.51641,"ppm","2019-04-28T20:30:25","chemsense.so2.concentration","08C",-87.687703,41.924903
0.67431,"ppm","2019-04-28T20:30:25","chemsense.reducing_gases.concentration","08C",-87.687703,41.924903
0.06675,"ppm","2019-04-28T20:30:25","chemsense.oxidizing_gases.concentration","08C",-87.687703,41.924903
0,"ppm","2019-04-28T20:30:25","chemsense.o3.concentration","08C",-87.687703,41.924903
-0.00947,"ppm","2019-04-28T20:30:25","chemsense.no2.concentration","08C",-87.687703,41.924903
-94.03,"C","2019-04-28T20:30:25","chemsense.lps25h.temperature","08C",-87.687703,41.924903
756.5,"hPa","2019-04-28T20:30:25","chemsense.lps25h.pressure","08C",-87.687703,41.924903
1.86647,"ppm","2019-04-28T20:30:25","chemsense.h2s.concentration","08C",-87.687703,41.924903
-0.27974,"ppm","2019-04-28T20:30:25","chemsense.co.concentration","08C",-87.687703,41.924903
12.05,"C","2019-04-28T20:30:25","chemsense.at3.temperature","08C",-87.687703,41.924903
11.57,"C","2019-04-28T20:30:25","chemsense.at2.temperature","08C",-87.687703,41.924903
10.9,"C","2019-04-28T20:30:25","chemsense.at1.temperature","08C",-87.687703,41.924903
10.5,"C","2019-04-28T20:30:25","chemsense.at0.temperature","08C",-87.687703,41.924903
12.01,"C","2019-04-28T20:30:23","metsense.tsys01.temperature","08D",-87.745817,41.895005
37.01,"uW/cm^2","2019-04-28T20:30:23","metsense.tsl250rd.intensity","08D",-87.745817,41.895005
12.06,"C","2019-04-28T20:30:23","metsense.tmp112.temperature","08D",-87.745817,41.895005
62.74,"dB","2019-04-28T20:30:23","metsense.spv1840lr5h_b.intensity","08D",-87.745817,41.895005
11.5,"C","2019-04-28T20:30:23","metsense.pr103j2.temperature","08D",-87.745817,41.895005
10.742,"mg","2019-04-28T20:30:23","metsense.mma8452q.acceleration_z","08D",-87.745817,41.895005
-988.281,"mg","2019-04-28T20:30:23","metsense.mma8452q.acceleration_y","08D",-87.745817,41.895005
11.719,"mg","2019-04-28T20:30:23","metsense.mma8452q.acceleration_x","08D",-87.745817,41.895005
11.41,"C","2019-04-28T20:30:23","metsense.htu21d.temperature","08D",-87.745817,41.895005
26.5,"RH","2019-04-28T20:30:23","metsense.htu21d.humidity","08D",-87.745817,41.895005
55.19,"RH","2019-04-28T20:30:23","metsense.hih4030.humidity","08D",-87.745817,41.895005
13.6,"C","2019-04-28T20:30:23","metsense.bmp180.temperature","08D",-87.745817,41.895005
1019.26,"hPa","2019-04-28T20:30:23","metsense.bmp180.pressure","08D",-87.745817,41.895005
26.393,"uW/cm^2","2019-04-28T20:30:23","lightsense.tsl260rd.intensity","08D",-87.745817,41.895005
23.926,"uW/cm^2","2019-04-28T20:30:23","lightsense.tsl250rd.intensity","08D",-87.745817,41.895005
25.75,"C","2019-04-28T20:30:23","lightsense.tmp421.temperature","08D",-87.745817,41.895005
685.938,"uW/cm^2","2019-04-28T20:30:23","lightsense.mlx75305.intensity","08D",-87.745817,41.895005
48.342,"uW/cm^2","2019-04-28T20:30:23","lightsense.ml8511.intensity","08D",-87.745817,41.895005
-260.204,"mG","2019-04-28T20:30:23","lightsense.hmc5883l.magnetic_field_z","08D",-87.745817,41.895005
323.636,"mG","2019-04-28T20:30:23","lightsense.hmc5883l.magnetic_field_y","08D",-87.745817,41.895005
-110.909,"mG","2019-04-28T20:30:23","lightsense.hmc5883l.magnetic_field_x","08D",-87.745817,41.895005
27.61,"C","2019-04-28T20:30:23","lightsense.hih6130.temperature","08D",-87.745817,41.895005
47,"RH","2019-04-28T20:30:23","lightsense.hih6130.humidity","08D",-87.745817,41.895005
19.933,"lux","2019-04-28T20:30:23","lightsense.apds_9006_020.intensity","08D",-87.745817,41.895005
11.97,"C","2019-04-28T20:30:18","metsense.tsys01.temperature","0A3",-87.76257,41.96759
35.902,"uW/cm^2","2019-04-28T20:30:18","metsense.tsl250rd.intensity","0A3",-87.76257,41.96759
12.12,"C","2019-04-28T20:30:18","metsense.tmp112.temperature","0A3",-87.76257,41.96759
56.72,"dB","2019-04-28T20:30:18","metsense.spv1840lr5h_b.intensity","0A3",-87.76257,41.96759
11.9,"C","2019-04-28T20:30:18","metsense.pr103j2.temperature","0A3",-87.76257,41.96759
3.906,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_z","0A3",-87.76257,41.96759
-991.211,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_y","0A3",-87.76257,41.96759
-39.062,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_x","0A3",-87.76257,41.96759
11.37,"C","2019-04-28T20:30:18","metsense.htu21d.temperature","0A3",-87.76257,41.96759
29.64,"RH","2019-04-28T20:30:18","metsense.htu21d.humidity","0A3",-87.76257,41.96759
56.69,"RH","2019-04-28T20:30:18","metsense.hih4030.humidity","0A3",-87.76257,41.96759
32.4,"C","2019-04-28T20:30:18","metsense.bmp180.temperature","0A3",-87.76257,41.96759
1001.14,"hPa","2019-04-28T20:30:18","metsense.bmp180.pressure","0A3",-87.76257,41.96759
176.441,"uW/cm^2","2019-04-28T20:30:18","lightsense.tsl260rd.intensity","0A3",-87.76257,41.96759
159.907,"uW/cm^2","2019-04-28T20:30:18","lightsense.tsl250rd.intensity","0A3",-87.76257,41.96759
-0.06,"C","2019-04-28T20:30:18","lightsense.tmp421.temperature","0A3",-87.76257,41.96759
1449.643,"uW/cm^2","2019-04-28T20:30:18","lightsense.mlx75305.intensity","0A3",-87.76257,41.96759
1135.624,"uW/cm^2","2019-04-28T20:30:18","lightsense.ml8511.intensity","0A3",-87.76257,41.96759
-1.02,"mG","2019-04-28T20:30:18","lightsense.hmc5883l.magnetic_field_z","0A3",-87.76257,41.96759
-0.909,"mG","2019-04-28T20:30:18","lightsense.hmc5883l.magnetic_field_y","0A3",-87.76257,41.96759
-0.909,"mG","2019-04-28T20:30:18","lightsense.hmc5883l.magnetic_field_x","0A3",-87.76257,41.96759
125.01,"C","2019-04-28T20:30:18","lightsense.hih6130.temperature","0A3",-87.76257,41.96759
100,"RH","2019-04-28T20:30:18","lightsense.hih6130.humidity","0A3",-87.76257,41.96759
5267.409,"lux","2019-04-28T20:30:18","lightsense.apds_9006_020.intensity","0A3",-87.76257,41.96759
7.25,"C","2019-04-28T20:30:18","metsense.tsys01.temperature","094",-87.6116431,41.8920031
37.363,"uW/cm^2","2019-04-28T20:30:18","metsense.tsl250rd.intensity","094",-87.6116431,41.8920031
7.69,"C","2019-04-28T20:30:18","metsense.tmp112.temperature","094",-87.6116431,41.8920031
56.72,"dB","2019-04-28T20:30:18","metsense.spv1840lr5h_b.intensity","094",-87.6116431,41.8920031
4.95,"C","2019-04-28T20:30:18","metsense.pr103j2.temperature","094",-87.6116431,41.8920031
15.625,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_z","094",-87.6116431,41.8920031
-984.375,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_y","094",-87.6116431,41.8920031
-49.805,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_x","094",-87.6116431,41.8920031
7.19,"C","2019-04-28T20:30:18","metsense.htu21d.temperature","094",-87.6116431,41.8920031
-6,"RH","2019-04-28T20:30:18","metsense.htu21d.humidity","094",-87.6116431,41.8920031
68.37,"RH","2019-04-28T20:30:18","metsense.hih4030.humidity","094",-87.6116431,41.8920031
37.1,"C","2019-04-28T20:30:18","metsense.bmp180.temperature","094",-87.6116431,41.8920031
964.92,"hPa","2019-04-28T20:30:18","metsense.bmp180.pressure","094",-87.6116431,41.8920031
57.206,"uW/cm^2","2019-04-28T20:30:18","lightsense.tsl260rd.intensity","094",-87.6116431,41.8920031
23.806,"uW/cm^2","2019-04-28T20:30:18","lightsense.tsl250rd.intensity","094",-87.6116431,41.8920031
17.25,"C","2019-04-28T20:30:18","lightsense.tmp421.temperature","094",-87.6116431,41.8920031
690.335,"uW/cm^2","2019-04-28T20:30:18","lightsense.mlx75305.intensity","094",-87.6116431,41.8920031
47.425,"uW/cm^2","2019-04-28T20:30:18","lightsense.ml8511.intensity","094",-87.6116431,41.8920031
-411.224,"mG","2019-04-28T20:30:18","lightsense.hmc5883l.magnetic_field_z","094",-87.6116431,41.8920031
358.182,"mG","2019-04-28T20:30:18","lightsense.hmc5883l.magnetic_field_y","094",-87.6116431,41.8920031
-207.273,"mG","2019-04-28T20:30:18","lightsense.hmc5883l.magnetic_field_x","094",-87.6116431,41.8920031
20.7,"C","2019-04-28T20:30:18","lightsense.hih6130.temperature","094",-87.6116431,41.8920031
56.14,"RH","2019-04-28T20:30:18","lightsense.hih6130.humidity","094",-87.6116431,41.8920031
7.234,"lux","2019-04-28T20:30:18","lightsense.apds_9006_020.intensity","094",-87.6116431,41.8920031
14.38,"C","2019-04-28T20:30:18","metsense.tsys01.temperature","072",-87.71299,41.751142
36.255,"uW/cm^2","2019-04-28T20:30:18","metsense.tsl250rd.intensity","072",-87.71299,41.751142
14.19,"C","2019-04-28T20:30:18","metsense.tmp112.temperature","072",-87.71299,41.751142
56.72,"dB","2019-04-28T20:30:18","metsense.spv1840lr5h_b.intensity","072",-87.71299,41.751142
14,"C","2019-04-28T20:30:18","metsense.pr103j2.temperature","072",-87.71299,41.751142
74.219,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_z","072",-87.71299,41.751142
-974.609,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_y","072",-87.71299,41.751142
2.93,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_x","072",-87.71299,41.751142
13.8,"C","2019-04-28T20:30:18","metsense.htu21d.temperature","072",-87.71299,41.751142
23.6,"RH","2019-04-28T20:30:18","metsense.htu21d.humidity","072",-87.71299,41.751142
53.24,"RH","2019-04-28T20:30:18","metsense.hih4030.humidity","072",-87.71299,41.751142
22.5,"C","2019-04-28T20:30:18","metsense.bmp180.temperature","072",-87.71299,41.751142
1049.58,"hPa","2019-04-28T20:30:18","metsense.bmp180.pressure","072",-87.71299,41.751142
84.057,"uW/cm^2","2019-04-28T20:30:18","lightsense.tsl260rd.intensity","072",-87.71299,41.751142
52.09,"uW/cm^2","2019-04-28T20:30:18","lightsense.tsl250rd.intensity","072",-87.71299,41.751142
39.94,"C","2019-04-28T20:30:18","lightsense.tmp421.temperature","072",-87.71299,41.751142
684.175,"uW/cm^2","2019-04-28T20:30:18","lightsense.mlx75305.intensity","072",-87.71299,41.751142
47.132,"uW/cm^2","2019-04-28T20:30:18","lightsense.ml8511.intensity","072",-87.71299,41.751142
-25.51,"mG","2019-04-28T20:30:18","lightsense.hmc5883l.magnetic_field_z","072",-87.71299,41.751142
542.727,"mG","2019-04-28T20:30:18","lightsense.hmc5883l.magnetic_field_y","072",-87.71299,41.751142
308.182,"mG","2019-04-28T20:30:18","lightsense.hmc5883l.magnetic_field_x","072",-87.71299,41.751142
45.14,"C","2019-04-28T20:30:18","lightsense.hih6130.temperature","072",-87.71299,41.751142
17.4,"RH","2019-04-28T20:30:18","lightsense.hih6130.humidity","072",-87.71299,41.751142
51.44,"lux","2019-04-28T20:30:18","lightsense.apds_9006_020.intensity","072",-87.71299,41.751142
0.23574,"ppm","2019-04-28T20:30:18","chemsense.so2.concentration","072",-87.71299,41.751142
0.00381,"ppm","2019-04-28T20:30:18","chemsense.reducing_gases.concentration","072",-87.71299,41.751142
-0.32685,"ppm","2019-04-28T20:30:18","chemsense.oxidizing_gases.concentration","072",-87.71299,41.751142
0,"ppm","2019-04-28T20:30:18","chemsense.o3.concentration","072",-87.71299,41.751142
0.04652,"ppm","2019-04-28T20:30:18","chemsense.no2.concentration","072",-87.71299,41.751142
18.22,"C","2019-04-28T20:30:18","chemsense.lps25h.temperature","072",-87.71299,41.751142
997.1,"hPa","2019-04-28T20:30:18","chemsense.lps25h.pressure","072",-87.71299,41.751142
-0.05728,"ppm","2019-04-28T20:30:18","chemsense.h2s.concentration","072",-87.71299,41.751142
-0.59474,"ppm","2019-04-28T20:30:18","chemsense.co.concentration","072",-87.71299,41.751142
15.88,"C","2019-04-28T20:30:18","chemsense.at3.temperature","072",-87.71299,41.751142
15.18,"C","2019-04-28T20:30:18","chemsense.at2.temperature","072",-87.71299,41.751142
14.41,"C","2019-04-28T20:30:18","chemsense.at1.temperature","072",-87.71299,41.751142
13.93,"C","2019-04-28T20:30:18","chemsense.at0.temperature","072",-87.71299,41.751142
25.8921,NA,"2019-04-28T20:30:18","alphasense.opc_n2.sampling_period","072",-87.71299,41.751142
1.56547,NA,"2019-04-28T20:30:18","alphasense.opc_n2.sample_flow_rate","072",-87.71299,41.751142
0.018,"μg/m^3","2019-04-28T20:30:18","alphasense.opc_n2.pm2_5","072",-87.71299,41.751142
0.018,"μg/m^3","2019-04-28T20:30:18","alphasense.opc_n2.pm10","072",-87.71299,41.751142
0.015,"μg/m^3","2019-04-28T20:30:18","alphasense.opc_n2.pm1","072",-87.71299,41.751142
18.1,NA,"2019-04-28T20:30:18","alphasense.opc_n2.fw","072",-87.71299,41.751142
12.64,"C","2019-04-28T20:30:18","metsense.tsys01.temperature","054",-87.688258,41.946731
35.6,"uW/cm^2","2019-04-28T20:30:18","metsense.tsl250rd.intensity","054",-87.688258,41.946731
12.44,"C","2019-04-28T20:30:18","metsense.tmp112.temperature","054",-87.688258,41.946731
56.72,"dB","2019-04-28T20:30:18","metsense.spv1840lr5h_b.intensity","054",-87.688258,41.946731
8.95,"C","2019-04-28T20:30:18","metsense.pr103j2.temperature","054",-87.688258,41.946731
2.93,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_z","054",-87.688258,41.946731
-990.234,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_y","054",-87.688258,41.946731
-0.977,"mg","2019-04-28T20:30:18","metsense.mma8452q.acceleration_x","054",-87.688258,41.946731
11.66,"C","2019-04-28T20:30:18","metsense.htu21d.temperature","054",-87.688258,41.946731
31.01,"RH","2019-04-28T20:30:18","metsense.htu21d.humidity","054",-87.688258,41.946731
59.98,"RH","2019-04-28T20:30:18","metsense.hih4030.humidity","054",-87.688258,41.946731
25,"C","2019-04-28T20:30:18","metsense.bmp180.temperature","054",-87.688258,41.946731
