"value","uom","timestamp","sensor_path","node_vsn","latitude","longitude"
11,"C","2019-04-28T20:30:42","metsense.tsys01.temperature","02A",-87.57535,41.722457
35.902,"uW/cm^2","2019-04-28T20:30:42","metsense.tsl250rd.intensity","02A",-87.57535,41.722457
10.81,"C","2019-04-28T20:30:42","metsense.tmp112.temperature","02A",-87.57535,41.722457
68.76,"dB","2019-04-28T20:30:42","metsense.spv1840lr5h_b.intensity","02A",-87.57535,41.722457
-42.85,"C","2019-04-28T20:30:42","metsense.pr103j2.temperature","02A",-87.57535,41.722457
42.969,"mg","2019-04-28T20:30:42","metsense.mma8452q.acceleration_z","02A",-87.57535,41.722457
-979.492,"mg","2019-04-28T20:30:42","metsense.mma8452q.acceleration_y","02A",-87.57535,41.722457
-1.953,"mg","2019-04-28T20:30:42","metsense.mma8452q.acceleration_x","02A",-87.57535,41.722457
10.26,"C","2019-04-28T20:30:42","metsense.htu21d.temperature","02A",-87.57535,41.722457
-6,"RH","2019-04-28T20:30:42","metsense.htu21d.humidity","02A",-87.57535,41.722457
66.27,"RH","2019-04-28T20:30:42","metsense.hih4030.humidity","02A",-87.57535,41.722457
9.5,"C","2019-04-28T20:30:42","metsense.bmp180.temperature","02A",-87.57535,41.722457
986.56,"hPa","2019-04-28T20:30:42","metsense.bmp180.pressure","02A",-87.57535,41.722457
84.688,"uW/cm^2","2019-04-28T20:30:42","lightsense.tsl260rd.intensity","02A",-87.57535,41.722457
76.755,"uW/cm^2","2019-04-28T20:30:42","lightsense.tsl250rd.intensity","02A",-87.57535,41.722457
28.19,"C","2019-04-28T20:30:42","lightsense.tmp421.temperature","02A",-87.57535,41.722457
689.398,"uW/cm^2","2019-04-28T20:30:42","lightsense.mlx75305.intensity","02A",-87.57535,41.722457
53.925,"uW/cm^2","2019-04-28T20:30:42","lightsense.ml8511.intensity","02A",-87.57535,41.722457
19.388,"mG","2019-04-28T20:30:42","lightsense.hmc5883l.magnetic_field_z","02A",-87.57535,41.722457
-427.273,"mG","2019-04-28T20:30:42","lightsense.hmc5883l.magnetic_field_y","02A",-87.57535,41.722457
-378.182,"mG","2019-04-28T20:30:42","lightsense.hmc5883l.magnetic_field_x","02A",-87.57535,41.722457
37.24,"C","2019-04-28T20:30:42","lightsense.hih6130.temperature","02A",-87.57535,41.722457
21.85,"RH","2019-04-28T20:30:42","lightsense.hih6130.humidity","02A",-87.57535,41.722457
47.261,"lux","2019-04-28T20:30:42","lightsense.apds_9006_020.intensity","02A",-87.57535,41.722457
12.69,"C","2019-04-28T20:30:41","metsense.tsys01.temperature","071",-87.601646,41.794167
34.492,"uW/cm^2","2019-04-28T20:30:41","metsense.tsl250rd.intensity","071",-87.601646,41.794167
12.69,"C","2019-04-28T20:30:41","metsense.tmp112.temperature","071",-87.601646,41.794167
62.74,"dB","2019-04-28T20:30:41","metsense.spv1840lr5h_b.intensity","071",-87.601646,41.794167
12.75,"C","2019-04-28T20:30:41","metsense.pr103j2.temperature","071",-87.601646,41.794167
36.133,"mg","2019-04-28T20:30:41","metsense.mma8452q.acceleration_z","071",-87.601646,41.794167
-982.422,"mg","2019-04-28T20:30:41","metsense.mma8452q.acceleration_y","071",-87.601646,41.794167
-14.648,"mg","2019-04-28T20:30:41","metsense.mma8452q.acceleration_x","071",-87.601646,41.794167
0.82,"C","2019-04-28T20:30:41","metsense.htu21d.temperature","071",-87.601646,41.794167
118.99,"RH","2019-04-28T20:30:41","metsense.htu21d.humidity","071",-87.601646,41.794167
71.97,"RH","2019-04-28T20:30:41","metsense.hih4030.humidity","071",-87.601646,41.794167
36,"C","2019-04-28T20:30:41","metsense.bmp180.temperature","071",-87.601646,41.794167
1014.12,"hPa","2019-04-28T20:30:41","metsense.bmp180.pressure","071",-87.601646,41.794167
84.682,"uW/cm^2","2019-04-28T20:30:41","lightsense.tsl260rd.intensity","071",-87.601646,41.794167
23.357,"uW/cm^2","2019-04-28T20:30:41","lightsense.tsl250rd.intensity","071",-87.601646,41.794167
39,"C","2019-04-28T20:30:41","lightsense.tmp421.temperature","071",-87.601646,41.794167
689.353,"uW/cm^2","2019-04-28T20:30:41","lightsense.mlx75305.intensity","071",-87.601646,41.794167
43.657,"uW/cm^2","2019-04-28T20:30:41","lightsense.ml8511.intensity","071",-87.601646,41.794167
-372.449,"mG","2019-04-28T20:30:41","lightsense.hmc5883l.magnetic_field_z","071",-87.601646,41.794167
37.273,"mG","2019-04-28T20:30:41","lightsense.hmc5883l.magnetic_field_y","071",-87.601646,41.794167
-288.182,"mG","2019-04-28T20:30:41","lightsense.hmc5883l.magnetic_field_x","071",-87.601646,41.794167
40.07,"C","2019-04-28T20:30:41","lightsense.hih6130.temperature","071",-87.601646,41.794167
16.93,"RH","2019-04-28T20:30:41","lightsense.hih6130.humidity","071",-87.601646,41.794167
34.16,"lux","2019-04-28T20:30:41","lightsense.apds_9006_020.intensity","071",-87.601646,41.794167
12.32,"C","2019-04-28T20:30:40","metsense.tsys01.temperature","04D",-87.682414,41.913583
34.845,"uW/cm^2","2019-04-28T20:30:40","metsense.tsl250rd.intensity","04D",-87.682414,41.913583
12.18,"C","2019-04-28T20:30:40","metsense.tmp112.temperature","04D",-87.682414,41.913583
12.3,"C","2019-04-28T20:30:40","metsense.pr103j2.temperature","04D",-87.682414,41.913583
58.03,"RH","2019-04-28T20:30:40","metsense.hih4030.humidity","04D",-87.682414,41.913583
12.6,"C","2019-04-28T20:30:40","metsense.bmp180.temperature","04D",-87.682414,41.913583
1002.25,"hPa","2019-04-28T20:30:40","metsense.bmp180.pressure","04D",-87.682414,41.913583
59.593,"uW/cm^2","2019-04-28T20:30:40","lightsense.tsl260rd.intensity","04D",-87.682414,41.913583
53.34,"uW/cm^2","2019-04-28T20:30:40","lightsense.tsl250rd.intensity","04D",-87.682414,41.913583
31.68,"C","2019-04-28T20:30:40","lightsense.tmp421.temperature","04D",-87.682414,41.913583
682.255,"uW/cm^2","2019-04-28T20:30:40","lightsense.mlx75305.intensity","04D",-87.682414,41.913583
47.659,"uW/cm^2","2019-04-28T20:30:40","lightsense.ml8511.intensity","04D",-87.682414,41.913583
34.45,"C","2019-04-28T20:30:40","lightsense.hih6130.temperature","04D",-87.682414,41.913583
35.57,"RH","2019-04-28T20:30:40","lightsense.hih6130.humidity","04D",-87.682414,41.913583
24.675,"lux","2019-04-28T20:30:40","lightsense.apds_9006_020.intensity","04D",-87.682414,41.913583
11.19,"C","2019-04-28T20:30:40","metsense.tsys01.temperature","085",-87.663518,41.75034
35.953,"uW/cm^2","2019-04-28T20:30:40","metsense.tsl250rd.intensity","085",-87.663518,41.75034
11.25,"C","2019-04-28T20:30:40","metsense.tmp112.temperature","085",-87.663518,41.75034
56.72,"dB","2019-04-28T20:30:40","metsense.spv1840lr5h_b.intensity","085",-87.663518,41.75034
11.7,"C","2019-04-28T20:30:40","metsense.pr103j2.temperature","085",-87.663518,41.75034
46.875,"mg","2019-04-28T20:30:40","metsense.mma8452q.acceleration_z","085",-87.663518,41.75034
-989.258,"mg","2019-04-28T20:30:40","metsense.mma8452q.acceleration_y","085",-87.663518,41.75034
42.969,"mg","2019-04-28T20:30:40","metsense.mma8452q.acceleration_x","085",-87.663518,41.75034
11.43,"C","2019-04-28T20:30:40","metsense.htu21d.temperature","085",-87.663518,41.75034
24.75,"RH","2019-04-28T20:30:40","metsense.htu21d.humidity","085",-87.663518,41.75034
56.09,"RH","2019-04-28T20:30:40","metsense.hih4030.humidity","085",-87.663518,41.75034
44.7,"C","2019-04-28T20:30:40","metsense.bmp180.temperature","085",-87.663518,41.75034
1115.23,"hPa","2019-04-28T20:30:40","metsense.bmp180.pressure","085",-87.663518,41.75034
26.393,"uW/cm^2","2019-04-28T20:30:40","lightsense.tsl260rd.intensity","085",-87.663518,41.75034
51.973,"uW/cm^2","2019-04-28T20:30:40","lightsense.tsl250rd.intensity","085",-87.663518,41.75034
31.69,"C","2019-04-28T20:30:40","lightsense.tmp421.temperature","085",-87.663518,41.75034
684.353,"uW/cm^2","2019-04-28T20:30:40","lightsense.mlx75305.intensity","085",-87.663518,41.75034
45.082,"uW/cm^2","2019-04-28T20:30:40","lightsense.ml8511.intensity","085",-87.663518,41.75034
-297.959,"mG","2019-04-28T20:30:40","lightsense.hmc5883l.magnetic_field_z","085",-87.663518,41.75034
-247.273,"mG","2019-04-28T20:30:40","lightsense.hmc5883l.magnetic_field_y","085",-87.663518,41.75034
-310,"mG","2019-04-28T20:30:40","lightsense.hmc5883l.magnetic_field_x","085",-87.663518,41.75034
39.31,"C","2019-04-28T20:30:40","lightsense.hih6130.temperature","085",-87.663518,41.75034
18.12,"RH","2019-04-28T20:30:40","lightsense.hih6130.humidity","085",-87.663518,41.75034
34.642,"lux","2019-04-28T20:30:40","lightsense.apds_9006_020.intensity","085",-87.663518,41.75034
21.44,"C","2019-04-28T20:30:38","metsense.tsys01.temperature","065",0,0
0,"uW/cm^2","2019-04-28T20:30:38","metsense.tsl250rd.intensity","065",0,0
21.12,"C","2019-04-28T20:30:38","metsense.tmp112.temperature","065",0,0
56.72,"dB","2019-04-28T20:30:38","metsense.spv1840lr5h_b.intensity","065",0,0
22.4,"C","2019-04-28T20:30:38","metsense.pr103j2.temperature","065",0,0
-208.008,"mg","2019-04-28T20:30:38","metsense.mma8452q.acceleration_z","065",0,0
-954.102,"mg","2019-04-28T20:30:38","metsense.mma8452q.acceleration_y","065",0,0
-93.75,"mg","2019-04-28T20:30:38","metsense.mma8452q.acceleration_x","065",0,0
20.98,"C","2019-04-28T20:30:38","metsense.htu21d.temperature","065",0,0
14.62,"RH","2019-04-28T20:30:38","metsense.htu21d.humidity","065",0,0
42.75,"RH","2019-04-28T20:30:38","metsense.hih4030.humidity","065",0,0
56.6,"C","2019-04-28T20:30:38","metsense.bmp180.temperature","065",0,0
1075.5,"hPa","2019-04-28T20:30:38","metsense.bmp180.pressure","065",0,0
1.331,"uW/cm^2","2019-04-28T20:30:38","lightsense.tsl260rd.intensity","065",0,0
1.213,"uW/cm^2","2019-04-28T20:30:38","lightsense.tsl250rd.intensity","065",0,0
29.31,"C","2019-04-28T20:30:38","lightsense.tmp421.temperature","065",0,0
-1.272,"uW/cm^2","2019-04-28T20:30:38","lightsense.mlx75305.intensity","065",0,0
42.174,"uW/cm^2","2019-04-28T20:30:38","lightsense.ml8511.intensity","065",0,0
172.449,"mG","2019-04-28T20:30:38","lightsense.hmc5883l.magnetic_field_z","065",0,0
27.273,"mG","2019-04-28T20:30:38","lightsense.hmc5883l.magnetic_field_y","065",0,0
-120,"mG","2019-04-28T20:30:38","lightsense.hmc5883l.magnetic_field_x","065",0,0
30.02,"C","2019-04-28T20:30:38","lightsense.hih6130.temperature","065",0,0
14.59,"RH","2019-04-28T20:30:38","lightsense.hih6130.humidity","065",0,0
1.608,"lux","2019-04-28T20:30:38","lightsense.apds_9006_020.intensity","065",0,0
0.58592,"ppm","2019-04-28T20:30:38","chemsense.so2.concentration","065",0,0
-0.06942,"ppm","2019-04-28T20:30:38","chemsense.reducing_gases.concentration","065",0,0
-0.50096,"ppm","2019-04-28T20:30:38","chemsense.oxidizing_gases.concentration","065",0,0
0.00649,"ppm","2019-04-28T20:30:38","chemsense.o3.concentration","065",0,0
0,"ppm","2019-04-28T20:30:38","chemsense.no2.concentration","065",0,0
22.98,"C","2019-04-28T20:30:38","chemsense.lps25h.temperature","065",0,0
1015.67,"hPa","2019-04-28T20:30:38","chemsense.lps25h.pressure","065",0,0
-0.10905,"ppm","2019-04-28T20:30:38","chemsense.h2s.concentration","065",0,0
-0.62919,"ppm","2019-04-28T20:30:38","chemsense.co.concentration","065",0,0
19.86,"C","2019-04-28T20:30:38","chemsense.at3.temperature","065",0,0
19.35,"C","2019-04-28T20:30:38","chemsense.at2.temperature","065",0,0
18.96,"C","2019-04-28T20:30:38","chemsense.at1.temperature","065",0,0
18.66,"C","2019-04-28T20:30:38","chemsense.at0.temperature","065",0,0
24.97414,NA,"2019-04-28T20:30:38","alphasense.opc_n2.sampling_period","065",0,0
2.87425,NA,"2019-04-28T20:30:38","alphasense.opc_n2.sample_flow_rate","065",0,0
0,"μg/m^3","2019-04-28T20:30:38","alphasense.opc_n2.pm2_5","065",0,0
0,"μg/m^3","2019-04-28T20:30:38","alphasense.opc_n2.pm10","065",0,0
0,"μg/m^3","2019-04-28T20:30:38","alphasense.opc_n2.pm1","065",0,0
10.62,"C","2019-04-28T20:30:38","metsense.tsys01.temperature","07C",-87.683022,41.9140942
35.953,"uW/cm^2","2019-04-28T20:30:38","metsense.tsl250rd.intensity","07C",-87.683022,41.9140942
10.94,"C","2019-04-28T20:30:38","metsense.tmp112.temperature","07C",-87.683022,41.9140942
56.72,"dB","2019-04-28T20:30:38","metsense.spv1840lr5h_b.intensity","07C",-87.683022,41.9140942
10.6,"C","2019-04-28T20:30:38","metsense.pr103j2.temperature","07C",-87.683022,41.9140942
30.273,"mg","2019-04-28T20:30:38","metsense.mma8452q.acceleration_z","07C",-87.683022,41.9140942
-979.492,"mg","2019-04-28T20:30:38","metsense.mma8452q.acceleration_y","07C",-87.683022,41.9140942
-21.484,"mg","2019-04-28T20:30:38","metsense.mma8452q.acceleration_x","07C",-87.683022,41.9140942
10.85,"C","2019-04-28T20:30:38","metsense.htu21d.temperature","07C",-87.683022,41.9140942
31.26,"RH","2019-04-28T20:30:38","metsense.htu21d.humidity","07C",-87.683022,41.9140942
58.93,"RH","2019-04-28T20:30:38","metsense.hih4030.humidity","07C",-87.683022,41.9140942
37.9,"C","2019-04-28T20:30:38","metsense.bmp180.temperature","07C",-87.683022,41.9140942
1029.31,"hPa","2019-04-28T20:30:38","metsense.bmp180.pressure","07C",-87.683022,41.9140942
57.074,"uW/cm^2","2019-04-28T20:30:38","lightsense.tsl260rd.intensity","07C",-87.683022,41.9140942
76.133,"uW/cm^2","2019-04-28T20:30:38","lightsense.tsl250rd.intensity","07C",-87.683022,41.9140942
27.44,"C","2019-04-28T20:30:38","lightsense.tmp421.temperature","07C",-87.683022,41.9140942
683.706,"uW/cm^2","2019-04-28T20:30:38","lightsense.mlx75305.intensity","07C",-87.683022,41.9140942
43.618,"uW/cm^2","2019-04-28T20:30:38","lightsense.ml8511.intensity","07C",-87.683022,41.9140942
-295.918,"mG","2019-04-28T20:30:38","lightsense.hmc5883l.magnetic_field_z","07C",-87.683022,41.9140942
-65.455,"mG","2019-04-28T20:30:38","lightsense.hmc5883l.magnetic_field_y","07C",-87.683022,41.9140942
-105.455,"mG","2019-04-28T20:30:38","lightsense.hmc5883l.magnetic_field_x","07C",-87.683022,41.9140942
32.21,"C","2019-04-28T20:30:38","lightsense.hih6130.temperature","07C",-87.683022,41.9140942
35.26,"RH","2019-04-28T20:30:38","lightsense.hih6130.humidity","07C",-87.683022,41.9140942
11.253,"lux","2019-04-28T20:30:38","lightsense.apds_9006_020.intensity","07C",-87.683022,41.9140942
-0.42766,"ppm","2019-04-28T20:30:38","chemsense.so2.concentration","07C",-87.683022,41.9140942
0.05018,"ppm","2019-04-28T20:30:38","chemsense.reducing_gases.concentration","07C",-87.683022,41.9140942
-0.20337,"ppm","2019-04-28T20:30:38","chemsense.oxidizing_gases.concentration","07C",-87.683022,41.9140942
0.06217,"ppm","2019-04-28T20:30:38","chemsense.o3.concentration","07C",-87.683022,41.9140942
0,"ppm","2019-04-28T20:30:38","chemsense.no2.concentration","07C",-87.683022,41.9140942
13.81,"C","2019-04-28T20:30:38","chemsense.lps25h.temperature","07C",-87.683022,41.9140942
1001.17,"hPa","2019-04-28T20:30:38","chemsense.lps25h.pressure","07C",-87.683022,41.9140942
0.09132,"ppm","2019-04-28T20:30:38","chemsense.h2s.concentration","07C",-87.683022,41.9140942
-0.37171,"ppm","2019-04-28T20:30:38","chemsense.co.concentration","07C",-87.683022,41.9140942
13,"C","2019-04-28T20:30:38","chemsense.at3.temperature","07C",-87.683022,41.9140942
12.36,"C","2019-04-28T20:30:38","chemsense.at2.temperature","07C",-87.683022,41.9140942
11.51,"C","2019-04-28T20:30:38","chemsense.at1.temperature","07C",-87.683022,41.9140942
11.04,"C","2019-04-28T20:30:38","chemsense.at0.temperature","07C",-87.683022,41.9140942
9.87,"C","2019-04-28T20:30:38","metsense.tsys01.temperature","09C",-87.627864,41.884688
34.996,"uW/cm^2","2019-04-28T20:30:38","metsense.tsl250rd.intensity","09C",-87.627864,41.884688
10.5,"C","2019-04-28T20:30:38","metsense.tmp112.temperature","09C",-87.627864,41.884688
56.72,"dB","2019-04-28T20:30:38","metsense.spv1840lr5h_b.intensity","09C",-87.627864,41.884688
8.95,"C","2019-04-28T20:30:38","metsense.pr103j2.temperature","09C",-87.627864,41.884688
7.812,"mg","2019-04-28T20:30:38","metsense.mma8452q.acceleration_z","09C",-87.627864,41.884688
-973.633,"mg","2019-04-28T20:30:38","metsense.mma8452q.acceleration_y","09C",-87.627864,41.884688
2.93,"mg","2019-04-28T20:30:38","metsense.mma8452q.acceleration_x","09C",-87.627864,41.884688
9.75,"C","2019-04-28T20:30:38","metsense.htu21d.temperature","09C",-87.627864,41.884688
36.47,"RH","2019-04-28T20:30:38","metsense.htu21d.humidity","09C",-87.627864,41.884688
62.68,"RH","2019-04-28T20:30:38","metsense.hih4030.humidity","09C",-87.627864,41.884688
42,"C","2019-04-28T20:30:38","metsense.bmp180.temperature","09C",-87.627864,41.884688
1033.12,"hPa","2019-04-28T20:30:38","metsense.bmp180.pressure","09C",-87.627864,41.884688
84.353,"uW/cm^2","2019-04-28T20:30:38","lightsense.tsl260rd.intensity","09C",-87.627864,41.884688
25.176,"uW/cm^2","2019-04-28T20:30:38","lightsense.tsl250rd.intensity","09C",-87.627864,41.884688
19.88,"C","2019-04-28T20:30:38","lightsense.tmp421.temperature","09C",-87.627864,41.884688
686.63,"uW/cm^2","2019-04-28T20:30:38","lightsense.mlx75305.intensity","09C",-87.627864,41.884688
51.954,"uW/cm^2","2019-04-28T20:30:38","lightsense.ml8511.intensity","09C",-87.627864,41.884688
-42.857,"mG","2019-04-28T20:30:38","lightsense.hmc5883l.magnetic_field_z","09C",-87.627864,41.884688
-30.909,"mG","2019-04-28T20:30:38","lightsense.hmc5883l.magnetic_field_y","09C",-87.627864,41.884688
-419.091,"mG","2019-04-28T20:30:38","lightsense.hmc5883l.magnetic_field_x","09C",-87.627864,41.884688
23.63,"C","2019-04-28T20:30:38","lightsense.hih6130.temperature","09C",-87.627864,41.884688
54.45,"RH","2019-04-28T20:30:38","lightsense.hih6130.humidity","09C",-87.627864,41.884688
7.153,"lux","2019-04-28T20:30:38","lightsense.apds_9006_020.intensity","09C",-87.627864,41.884688
21.13,"C","2019-04-28T20:30:37","metsense.tsys01.temperature","064",0,0
0,"uW/cm^2","2019-04-28T20:30:37","metsense.tsl250rd.intensity","064",0,0
21,"C","2019-04-28T20:30:37","metsense.tmp112.temperature","064",0,0
56.72,"dB","2019-04-28T20:30:37","metsense.spv1840lr5h_b.intensity","064",0,0
21.55,"C","2019-04-28T20:30:37","metsense.pr103j2.temperature","064",0,0
36.133,"mg","2019-04-28T20:30:37","metsense.mma8452q.acceleration_z","064",0,0
-964.844,"mg","2019-04-28T20:30:37","metsense.mma8452q.acceleration_y","064",0,0
6.836,"mg","2019-04-28T20:30:37","metsense.mma8452q.acceleration_x","064",0,0
20.49,"C","2019-04-28T20:30:37","metsense.htu21d.temperature","064",0,0
16.32,"RH","2019-04-28T20:30:37","metsense.htu21d.humidity","064",0,0
43.35,"RH","2019-04-28T20:30:37","metsense.hih4030.humidity","064",0,0
48,"C","2019-04-28T20:30:37","metsense.bmp180.temperature","064",0,0
964.69,"hPa","2019-04-28T20:30:37","metsense.bmp180.pressure","064",0,0
1.533,"uW/cm^2","2019-04-28T20:30:37","lightsense.tsl260rd.intensity","064",0,0
1.396,"uW/cm^2","2019-04-28T20:30:37","lightsense.tsl250rd.intensity","064",0,0
30.62,"C","2019-04-28T20:30:37","lightsense.tmp421.temperature","064",0,0
0.402,"uW/cm^2","2019-04-28T20:30:37","lightsense.mlx75305.intensity","064",0,0
43.326,"uW/cm^2","2019-04-28T20:30:37","lightsense.ml8511.intensity","064",0,0
207.143,"mG","2019-04-28T20:30:37","lightsense.hmc5883l.magnetic_field_z","064",0,0
-295.455,"mG","2019-04-28T20:30:37","lightsense.hmc5883l.magnetic_field_y","064",0,0
-225.455,"mG","2019-04-28T20:30:37","lightsense.hmc5883l.magnetic_field_x","064",0,0
31.12,"C","2019-04-28T20:30:37","lightsense.hih6130.temperature","064",0,0
13.18,"RH","2019-04-28T20:30:37","lightsense.hih6130.humidity","064",0,0
0.402,"lux","2019-04-28T20:30:37","lightsense.apds_9006_020.intensity","064",0,0
-0.25862,"ppm","2019-04-28T20:30:37","chemsense.so2.concentration","064",0,0
0.02354,"ppm","2019-04-28T20:30:37","chemsense.reducing_gases.concentration","064",0,0
0.84839,"ppm","2019-04-28T20:30:37","chemsense.oxidizing_gases.concentration","064",0,0
0,"ppm","2019-04-28T20:30:37","chemsense.o3.concentration","064",0,0
-0.0101,"ppm","2019-04-28T20:30:37","chemsense.no2.concentration","064",0,0
21.3,"C","2019-04-28T20:30:37","chemsense.lps25h.temperature","064",0,0
1019.13,"hPa","2019-04-28T20:30:37","chemsense.lps25h.pressure","064",0,0
0.01592,"ppm","2019-04-28T20:30:37","chemsense.h2s.concentration","064",0,0
-1.16029,"ppm","2019-04-28T20:30:37","chemsense.co.concentration","064",0,0
20.38,"C","2019-04-28T20:30:37","chemsense.at3.temperature","064",0,0
19.61,"C","2019-04-28T20:30:37","chemsense.at2.temperature","064",0,0
18.78,"C","2019-04-28T20:30:37","chemsense.at1.temperature","064",0,0
18.44,"C","2019-04-28T20:30:37","chemsense.at0.temperature","064",0,0
24.96915,NA,"2019-04-28T20:30:37","alphasense.opc_n2.sampling_period","064",0,0
3.7,NA,"2019-04-28T20:30:37","alphasense.opc_n2.sample_flow_rate","064",0,0
0,"μg/m^3","2019-04-28T20:30:37","alphasense.opc_n2.pm2_5","064",0,0
0,"μg/m^3","2019-04-28T20:30:37","alphasense.opc_n2.pm10","064",0,0
0,"μg/m^3","2019-04-28T20:30:37","alphasense.opc_n2.pm1","064",0,0
10.42,"C","2019-04-28T20:30:37","metsense.tsys01.temperature","04C",-87.685557,41.846579
34.845,"uW/cm^2","2019-04-28T20:30:37","metsense.tsl250rd.intensity","04C",-87.685557,41.846579
10.37,"C","2019-04-28T20:30:37","metsense.tmp112.temperature","04C",-87.685557,41.846579
10,"C","2019-04-28T20:30:37","metsense.pr103j2.temperature","04C",-87.685557,41.846579
1.88,"C","2019-04-28T20:30:37","metsense.htu21d.temperature","04C",-87.685557,41.846579
118.99,"RH","2019-04-28T20:30:37","metsense.htu21d.humidity","04C",-87.685557,41.846579
50.84,"RH","2019-04-28T20:30:37","metsense.hih4030.humidity","04C",-87.685557,41.846579
11.15,"C","2019-04-28T20:30:37","metsense.bmp180.temperature","04C",-87.685557,41.846579
1003.56,"hPa","2019-04-28T20:30:37","metsense.bmp180.pressure","04C",-87.685557,41.846579
57.815,"uW/cm^2","2019-04-28T20:30:37","lightsense.tsl260rd.intensity","04C",-87.685557,41.846579
56.206,"uW/cm^2","2019-04-28T20:30:37","lightsense.tsl250rd.intensity","04C",-87.685557,41.846579
25.46,"C","2019-04-28T20:30:37","lightsense.tmp421.temperature","04C",-87.685557,41.846579
688.661,"uW/cm^2","2019-04-28T20:30:37","lightsense.mlx75305.intensity","04C",-87.685557,41.846579
73.445,"uW/cm^2","2019-04-28T20:30:37","lightsense.ml8511.intensity","04C",-87.685557,41.846579
28.52,"C","2019-04-28T20:30:37","lightsense.hih6130.temperature","04C",-87.685557,41.846579
34.33,"RH","2019-04-28T20:30:37","lightsense.hih6130.humidity","04C",-87.685557,41.846579
135.111,"lux","2019-04-28T20:30:37","lightsense.apds_9006_020.intensity","04C",-87.685557,41.846579
11.59,"C","2019-04-28T20:30:37","chemsense.sht25.temperature","04C",-87.685557,41.846579
25.82,"RH","2019-04-28T20:30:37","chemsense.sht25.humidity","04C",-87.685557,41.846579
-53.87,"C","2019-04-28T20:30:37","chemsense.lps25h.temperature","04C",-87.685557,41.846579
1204.7,"hPa","2019-04-28T20:30:37","chemsense.lps25h.pressure","04C",-87.685557,41.846579
12.56,"C","2019-04-28T20:30:37","chemsense.at3.temperature","04C",-87.685557,41.846579
11.86,"C","2019-04-28T20:30:37","chemsense.at2.temperature","04C",-87.685557,41.846579
11.25,"C","2019-04-28T20:30:37","chemsense.at1.temperature","04C",-87.685557,41.846579
10.74,"C","2019-04-28T20:30:37","chemsense.at0.temperature","04C",-87.685557,41.846579
10.17,"C","2019-04-28T20:30:36","metsense.tsys01.temperature","02D",-87.679076,41.965089
34.644,"uW/cm^2","2019-04-28T20:30:36","metsense.tsl250rd.intensity","02D",-87.679076,41.965089
10.06,"C","2019-04-28T20:30:36","metsense.tmp112.temperature","02D",-87.679076,41.965089
10.3,"C","2019-04-28T20:30:36","metsense.pr103j2.temperature","02D",-87.679076,41.965089
10.11,"C","2019-04-28T20:30:36","metsense.htu21d.temperature","02D",-87.679076,41.965089
35.82,"RH","2019-04-28T20:30:36","metsense.htu21d.humidity","02D",-87.679076,41.965089
62.98,"RH","2019-04-28T20:30:36","metsense.hih4030.humidity","02D",-87.679076,41.965089
10.5,"C","2019-04-28T20:30:36","metsense.bmp180.temperature","02D",-87.679076,41.965089
1002.34,"hPa","2019-04-28T20:30:36","metsense.bmp180.pressure","02D",-87.679076,41.965089
57.117,"uW/cm^2","2019-04-28T20:30:36","lightsense.tsl260rd.intensity","02D",-87.679076,41.965089
54.619,"uW/cm^2","2019-04-28T20:30:36","lightsense.tsl250rd.intensity","02D",-87.679076,41.965089
27.37,"C","2019-04-28T20:30:36","lightsense.tmp421.temperature","02D",-87.679076,41.965089
689.688,"uW/cm^2","2019-04-28T20:30:36","lightsense.mlx75305.intensity","02D",-87.679076,41.965089
70.439,"uW/cm^2","2019-04-28T20:30:36","lightsense.ml8511.intensity","02D",-87.679076,41.965089
29.65,"C","2019-04-28T20:30:36","lightsense.hih6130.temperature","02D",-87.679076,41.965089
35.49,"RH","2019-04-28T20:30:36","lightsense.hih6130.humidity","02D",-87.679076,41.965089
97.094,"lux","2019-04-28T20:30:36","lightsense.apds_9006_020.intensity","02D",-87.679076,41.965089
10.71,"C","2019-04-28T20:30:36","chemsense.sht25.temperature","02D",-87.679076,41.965089
38.86,"RH","2019-04-28T20:30:36","chemsense.sht25.humidity","02D",-87.679076,41.965089
12.42,"C","2019-04-28T20:30:36","chemsense.lps25h.temperature","02D",-87.679076,41.965089
1001.67,"hPa","2019-04-28T20:30:36","chemsense.lps25h.pressure","02D",-87.679076,41.965089
11.65,"C","2019-04-28T20:30:36","chemsense.at3.temperature","02D",-87.679076,41.965089
10.96,"C","2019-04-28T20:30:36","chemsense.at2.temperature","02D",-87.679076,41.965089
10.29,"C","2019-04-28T20:30:36","chemsense.at1.temperature","02D",-87.679076,41.965089
9.9,"C","2019-04-28T20:30:36","chemsense.at0.temperature","02D",-87.679076,41.965089
12.09,"C","2019-04-28T20:30:35","metsense.tsys01.temperature","06B",-87.664343,41.786756
34.241,"uW/cm^2","2019-04-28T20:30:35","metsense.tsl250rd.intensity","06B",-87.664343,41.786756
11.88,"C","2019-04-28T20:30:35","metsense.tmp112.temperature","06B",-87.664343,41.786756
56.72,"dB","2019-04-28T20:30:35","metsense.spv1840lr5h_b.intensity","06B",-87.664343,41.786756
12.3,"C","2019-04-28T20:30:35","metsense.pr103j2.temperature","06B",-87.664343,41.786756
24.414,"mg","2019-04-28T20:30:35","metsense.mma8452q.acceleration_z","06B",-87.664343,41.786756
